activity_id,lead_id,activity_type,activity_date,activity_status,notes
1326,396,SMS,2026-02-19,Failed,Discussed budget and preferred location.
1327,1556,Email,2025-08-29,Pending,Shared available property options.
1328,2309,Call,2026-01-23,Completed,Shared available property options.
1329,805,Follow-up,2026-03-18,Pending,Sent lease and booking information.
1330,934,WhatsApp,2026-06-02,Completed,Discussed budget and preferred location.
1331,1280,Document Shared,2026-06-27,Completed,Sent lease and booking information.
1332,1758,SMS,2026-01-12,Completed,No response from customer.
1333,905,Call,2026-05-25,Completed,Scheduled follow-up call.
1334,1077,WhatsApp,2025-12-04,Failed,No response from customer.
1335,2988,Follow-up,2025-06-25,Completed,No response from customer.
1336,1891,Call,2025-04-22,Pending,No response from customer.
1337,1524,Follow-up,2025-10-30,Pending,Discussed budget and preferred location.
1338,2902,Follow-up,2025-05-05,Failed,No response from customer.
1339,1388,Follow-up,2026-03-13,Failed,Discussed budget and preferred location.
1340,1304,Document Shared,2025-06-22,Failed,Customer requested more details.
1341,593,Document Shared,2026-04-28,Failed,Discussed budget and preferred location.
1342,2762,WhatsApp,2025-10-23,Completed,Discussed budget and preferred location.
1343,2680,Call,2025-05-05,Failed,No response from customer.
1344,2107,Call,2026-01-30,Pending,Scheduled follow-up call.
1345,128,Follow-up,2026-05-02,Completed,Customer requested more details.
1346,736,WhatsApp,2026-03-23,Completed,Discussed budget and preferred location.
1347,2769,SMS,2026-03-03,Completed,Discussed budget and preferred location.
1348,2574,Follow-up,2026-01-15,Failed,Sent lease and booking information.
1349,521,Document Shared,2025-12-04,Completed,Customer requested more details.
1350,2600,Follow-up,2025-02-11,Pending,Customer requested more details.
1351,237,Follow-up,2025-04-21,Failed,Discussed budget and preferred location.
1352,1305,Call,2026-03-23,Failed,Sent lease and booking information.
1353,1782,Follow-up,2025-10-12,Completed,No response from customer.
1354,1302,Email,2026-04-17,Pending,Scheduled follow-up call.
1355,2542,Follow-up,2026-05-22,Failed,No response from customer.
1356,2052,Email,2025-06-10,Failed,Customer requested more details.
1357,2714,SMS,2025-03-09,Failed,No response from customer.
1358,442,Email,2025-12-29,Completed,No response from customer.
1359,2077,SMS,2025-05-15,Pending,Scheduled follow-up call.
1360,2658,Follow-up,2025-10-01,Failed,Customer requested more details.
1361,805,Follow-up,2026-04-20,Completed,Customer requested more details.
1362,75,Document Shared,2025-04-14,Completed,Shared available property options.
1363,2886,Document Shared,2026-02-26,Failed,Scheduled follow-up call.
1364,2176,Follow-up,2026-03-12,Completed,Discussed budget and preferred location.
1365,2090,Call,2026-05-29,Pending,Sent lease and booking information.
1366,1380,Email,2026-01-19,Pending,Shared available property options.
1367,41,Follow-up,2025-02-23,Failed,Shared available property options.
1368,2982,Document Shared,2026-05-12,Failed,Sent lease and booking information.
1369,2082,Document Shared,2026-02-19,Completed,Customer requested more details.
1370,1701,Email,2025-12-14,Completed,Customer requested more details.
1371,1402,WhatsApp,2025-10-30,Failed,Sent lease and booking information.
1372,588,Site Visit,2026-05-30,Pending,Discussed budget and preferred location.
1373,1623,Email,2025-11-25,Completed,No response from customer.
1374,342,Email,2025-12-17,Failed,Shared available property options.
1375,2075,Follow-up,2026-02-05,Pending,Scheduled follow-up call.
1376,646,SMS,2025-10-12,Completed,Shared available property options.
1377,731,Document Shared,2025-08-24,Completed,Customer requested more details.
1378,168,Document Shared,2025-03-31,Failed,No response from customer.
1379,610,SMS,2025-12-31,Failed,Discussed budget and preferred location.
1380,2316,SMS,2025-12-18,Pending,No response from customer.
1381,1773,Email,2025-09-01,Completed,Scheduled follow-up call.
1382,2041,SMS,2026-06-16,Failed,Discussed budget and preferred location.
1383,2869,Document Shared,2025-04-07,Completed,Customer requested more details.
1384,455,SMS,2025-03-21,Pending,No response from customer.
1385,2954,Site Visit,2025-11-07,Completed,No response from customer.
1386,1709,Site Visit,2025-08-01,Completed,Scheduled follow-up call.
1387,2970,Call,2025-02-26,Pending,No response from customer.
1388,702,SMS,2026-02-26,Failed,Customer requested more details.
1389,2682,Call,2025-02-28,Pending,Shared available property options.
1390,1600,Call,2025-04-17,Completed,Customer requested more details.
1391,130,Site Visit,2025-04-22,Completed,Scheduled follow-up call.
1392,1846,Email,2025-07-01,Pending,Scheduled follow-up call.
1393,1387,Email,2025-05-11,Failed,Scheduled follow-up call.
1394,2867,Call,2025-10-07,Failed,No response from customer.
1395,693,WhatsApp,2025-06-20,Failed,Customer requested more details.
1396,1395,Site Visit,2025-11-22,Failed,Shared available property options.
1397,794,Call,2026-04-21,Completed,No response from customer.
1398,29,Document Shared,2025-09-23,Completed,Sent lease and booking information.
1399,149,Follow-up,2025-07-20,Completed,Discussed budget and preferred location.
1400,1320,SMS,2026-06-04,Pending,Scheduled follow-up call.
1401,2059,Site Visit,2026-02-09,Failed,Discussed budget and preferred location.
1402,2724,SMS,2026-02-21,Pending,Discussed budget and preferred location.
1403,1137,Site Visit,2025-04-23,Pending,Customer requested more details.
1404,187,Follow-up,2026-03-19,Failed,Scheduled follow-up call.
1405,2855,Site Visit,2025-01-13,Pending,No response from customer.
1406,2792,Follow-up,2025-05-29,Completed,Sent lease and booking information.
1407,1251,Call,2026-02-11,Pending,Scheduled follow-up call.
1408,1334,Follow-up,2026-02-15,Failed,No response from customer.
1409,98,Document Shared,2025-12-22,Failed,No response from customer.
1410,55,Follow-up,2026-05-10,Completed,No response from customer.
1411,2671,Site Visit,2026-04-24,Pending,Scheduled follow-up call.
1412,2712,SMS,2026-01-31,Pending,Sent lease and booking information.
1413,758,Email,2026-01-18,Failed,Shared available property options.
1414,406,Document Shared,2025-02-16,Completed,Customer requested more details.
1415,2117,Site Visit,2025-09-13,Pending,Sent lease and booking information.
1416,1313,SMS,2025-06-16,Completed,Shared available property options.
1417,1786,Email,2025-03-05,Completed,Sent lease and booking information.
1418,751,Site Visit,2025-12-23,Pending,No response from customer.
1419,1763,WhatsApp,2025-04-30,Pending,Shared available property options.
1420,365,Site Visit,2025-02-17,Pending,No response from customer.
1421,2027,Call,2025-10-03,Pending,Sent lease and booking information.
1422,482,Document Shared,2025-07-26,Failed,Scheduled follow-up call.
1423,2249,Site Visit,2025-09-27,Pending,Customer requested more details.
1424,154,Follow-up,2025-12-28,Failed,Customer requested more details.
1425,1525,SMS,2025-08-11,Completed,Customer requested more details.
1426,2121,Site Visit,2025-07-31,Failed,Shared available property options.
1427,2761,Follow-up,2025-10-22,Completed,Discussed budget and preferred location.
1428,2344,Follow-up,2025-05-16,Failed,Shared available property options.
1429,1041,Call,2025-12-30,Completed,Discussed budget and preferred location.
1430,1665,Document Shared,2025-07-13,Failed,Sent lease and booking information.
1431,1241,WhatsApp,2025-10-02,Completed,Shared available property options.
1432,61,Call,2025-10-02,Pending,Customer requested more details.
1433,939,Document Shared,2025-06-27,Pending,Customer requested more details.
1434,1640,Follow-up,2025-02-18,Pending,Shared available property options.
1435,2090,Call,2026-05-15,Failed,Scheduled follow-up call.
1436,25,Document Shared,2025-03-19,Completed,Shared available property options.
1437,1063,Site Visit,2025-07-05,Completed,Discussed budget and preferred location.
1438,131,WhatsApp,2026-01-03,Pending,Discussed budget and preferred location.
1439,1253,Follow-up,2026-06-23,Failed,Scheduled follow-up call.
1440,108,Follow-up,2025-11-01,Pending,Sent lease and booking information.
1441,172,Document Shared,2025-09-23,Completed,Scheduled follow-up call.
1442,1459,Follow-up,2025-10-13,Pending,Shared available property options.
1443,102,Site Visit,2026-02-10,Completed,No response from customer.
1444,2914,Email,2026-05-19,Failed,No response from customer.
1445,2572,WhatsApp,2025-05-15,Completed,Scheduled follow-up call.
1446,2323,Document Shared,2025-11-08,Pending,Scheduled follow-up call.
1447,1637,Call,2025-09-08,Failed,Customer requested more details.
1448,2865,Document Shared,2025-10-07,Pending,Scheduled follow-up call.
1449,1041,Follow-up,2026-01-03,Pending,Scheduled follow-up call.
1450,330,WhatsApp,2026-03-28,Pending,Discussed budget and preferred location.
1451,1521,Email,2026-02-17,Completed,Customer requested more details.
1452,12,SMS,2025-06-22,Failed,Customer requested more details.
1453,1342,WhatsApp,2025-01-27,Completed,Discussed budget and preferred location.
1454,216,WhatsApp,2026-02-08,Failed,Customer requested more details.
1455,339,Site Visit,2025-06-29,Pending,Sent lease and booking information.
1456,1800,Site Visit,2025-12-13,Completed,Scheduled follow-up call.
1457,2709,Follow-up,2025-08-03,Pending,Shared available property options.
1458,1751,SMS,2026-05-15,Pending,Shared available property options.
1459,1509,Site Visit,2025-02-27,Completed,Sent lease and booking information.
1460,2422,Call,2025-03-24,Pending,Customer requested more details.
1461,710,Follow-up,2025-09-12,Failed,Shared available property options.
1462,1224,Site Visit,2025-10-26,Pending,Customer requested more details.
1463,2514,Follow-up,2026-04-10,Pending,Discussed budget and preferred location.
1464,1113,Follow-up,2025-10-14,Completed,Shared available property options.
1465,1292,Email,2026-03-31,Pending,No response from customer.
1466,489,Call,2026-05-26,Completed,Customer requested more details.
1467,1562,WhatsApp,2026-04-19,Pending,Customer requested more details.
1468,47,Call,2025-12-20,Pending,Shared available property options.
1469,778,Follow-up,2025-11-13,Pending,Discussed budget and preferred location.
1470,1040,SMS,2025-05-03,Failed,No response from customer.
1471,711,WhatsApp,2025-01-19,Failed,No response from customer.
1472,401,Follow-up,2025-03-29,Pending,Scheduled follow-up call.
1473,1818,Follow-up,2025-08-31,Failed,No response from customer.
1474,250,Call,2025-05-05,Failed,No response from customer.
1475,391,Call,2026-05-19,Failed,Scheduled follow-up call.
1476,335,SMS,2026-03-24,Failed,Customer requested more details.
1477,629,Call,2026-02-05,Failed,No response from customer.
1478,137,Document Shared,2025-10-07,Pending,Customer requested more details.
1479,2931,WhatsApp,2026-01-11,Completed,Shared available property options.
1480,2736,Email,2025-09-16,Failed,Shared available property options.
1481,1522,Email,2025-11-29,Failed,Customer requested more details.
1482,827,Email,2025-08-27,Completed,Customer requested more details.
1483,727,Site Visit,2025-06-23,Failed,Shared available property options.
1484,1501,WhatsApp,2025-05-27,Completed,Customer requested more details.
1485,2642,Follow-up,2025-11-14,Pending,Customer requested more details.
1486,990,WhatsApp,2025-03-04,Completed,Sent lease and booking information.
1487,2420,WhatsApp,2026-06-02,Failed,Discussed budget and preferred location.
1488,935,Email,2025-03-05,Pending,No response from customer.
1489,402,Document Shared,2025-08-29,Completed,No response from customer.
1490,1467,WhatsApp,2025-06-14,Pending,No response from customer.
1491,615,WhatsApp,2025-11-14,Completed,Scheduled follow-up call.
1492,1297,Follow-up,2025-08-25,Pending,Customer requested more details.
1493,1183,Follow-up,2025-12-21,Failed,Customer requested more details.
1494,2668,Call,2025-06-23,Pending,Scheduled follow-up call.
1495,2236,Email,2025-08-26,Completed,Customer requested more details.
1496,1122,Follow-up,2025-11-28,Failed,No response from customer.
1497,131,Document Shared,2025-12-20,Completed,Scheduled follow-up call.
1498,2853,Follow-up,2025-11-12,Pending,Scheduled follow-up call.
1499,1195,Email,2026-01-05,Pending,No response from customer.
1500,2984,Site Visit,2026-03-11,Completed,Customer requested more details.
1501,183,SMS,2025-09-18,Failed,No response from customer.
1502,364,WhatsApp,2025-10-06,Completed,Scheduled follow-up call.
1503,39,Follow-up,2026-05-10,Completed,Discussed budget and preferred location.
1504,2545,Site Visit,2025-05-23,Pending,No response from customer.
1505,1373,Site Visit,2025-10-20,Completed,Sent lease and booking information.
1506,921,Email,2026-01-26,Failed,No response from customer.
1507,2770,WhatsApp,2025-11-15,Completed,Shared available property options.
1508,16,Email,2026-01-26,Failed,Discussed budget and preferred location.
1509,493,WhatsApp,2025-10-10,Pending,Customer requested more details.
1510,1450,SMS,2025-06-24,Completed,Shared available property options.
1511,1132,Document Shared,2025-04-01,Failed,Discussed budget and preferred location.
1512,2942,Document Shared,2026-04-12,Pending,Discussed budget and preferred location.
1513,311,Site Visit,2025-05-22,Completed,Sent lease and booking information.
1514,739,WhatsApp,2025-05-18,Completed,Customer requested more details.
1515,546,WhatsApp,2026-04-15,Failed,Shared available property options.
1516,2462,Site Visit,2026-01-23,Failed,Sent lease and booking information.
1517,251,WhatsApp,2025-01-26,Failed,Sent lease and booking information.
1518,759,Call,2026-05-22,Completed,Shared available property options.
1519,1805,Site Visit,2025-05-19,Failed,Customer requested more details.
